Start (ET),Visitor/Neutral,Visitor PTS,Home/Neutral,Home PTS,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,game_type,Date_Clean,Home Rest,Visitor Rest,team_i,team_j,margin_ij,rest_i,rest_j,home_i,home_j,id_i,location_i,id_j,location_j,location_game,Visitor Travel,Home Travel,travel_i,travel_j
7:30p,Indiana Pacers,98,Brooklyn Nets,105,Box Score,,16139.0,Barclays Center,,Regular Season,2021-10-29,2,2,Brooklyn Nets,Indiana Pacers,7,2,2,1,0,3,"[40.692450000000065, -73.99035999999995]",12,"[39.91980696400003, -86.28179348799995]","[40.692450000000065, -73.99035999999995]",552.9475569328422,0.0,0.0,552.9475569328422
8:00p,Sacramento Kings,113,New Orleans Pelicans,109,Box Score,,17507.0,Smoothie King Center,,Regular Season,2021-10-29,2,2,Sacramento Kings,New Orleans Pelicans,4,2,2,0,1,26,"[38.579440000000034, -121.49084999999997]",19,"[29.953700000000026, -90.07774999999998]","[29.953700000000026, -90.07774999999998]",2112.900679901932,0.0,2112.900679901932,0.0
7:00p,Orlando Magic,109,Toronto Raptors,110,Box Score,,19800.0,Scotiabank Arena,,Regular Season,2021-10-29,2,2,Toronto Raptors,Orlando Magic,1,2,2,1,0,28,"[43.65352400000006, -79.38390699999997]",22,"[28.538230000000055, -81.37738999999993]","[43.65352400000006, -79.38390699999997]",1690.1171223398828,0.0,0.0,1690.1171223398828
10:30p,Cleveland Cavaliers,101,Los Angeles Lakers,113,Box Score,,18997.0,Crypto.com Arena,,Regular Season,2021-10-29,2,2,Los Angeles Lakers,Cleveland Cavaliers,12,2,2,1,0,14,"[34.053570000000036, -118.24544999999995]",6,"[41.50473000000005, -81.69073999999995]","[34.053570000000036, -118.24544999999995]",0.0,1896.2167567287631,1896.2167567287631,0.0
10:00p,Dallas Mavericks,75,Denver Nuggets,106,Box Score,,18315.0,Ball Arena,,Regular Season,2021-10-29,3,1,Denver Nuggets,Dallas Mavericks,31,3,1,1,0,8,"[39.74001000000004, -104.99201999999997]",7,"[32.77822000000003, -96.79511999999994]","[39.74001000000004, -104.99201999999997]",1066.464653011686,595.9884459147651,595.9884459147651,1066.464653011686
10:00p,Los Angeles Clippers,92,Portland Trail Blazers,111,Box Score,,16510.0,Moda Center,,Regular Season,2021-10-29,2,2,Portland Trail Blazers,Los Angeles Clippers,19,2,2,1,0,25,"[45.511790000000076, -122.67562999999996]",13,"[34.053570000000036, -118.24544999999995]","[45.511790000000076, -122.67562999999996]",1328.580375209273,0.0,0.0,1328.580375209273
8:00p,San Antonio Spurs,102,Milwaukee Bucks,93,Box Score,,17341.0,Fiserv Forum,,Regular Season,2021-10-30,3,2,San Antonio Spurs,Milwaukee Bucks,9,2,3,0,1,27,"[29.42458000000005, -98.49460999999997]",17,"[43.042230000000075, -87.90689999999995]","[43.042230000000075, -87.90689999999995]",1380.4183329369835,0.0,1380.4183329369835,0.0
8:30p,Oklahoma City Thunder,82,Golden State Warriors,103,Box Score,,18064.0,Chase Center,,Regular Season,2021-10-30,2,3,Golden State Warriors,Oklahoma City Thunder,21,2,3,1,0,10,"[37.777120000000025, -122.41963999999996]",21,"[35.472030000000075, -97.52106999999995]","[37.777120000000025, -122.41963999999996]",2230.0534644838112,0.0,0.0,2230.0534644838112
9:00p,Denver Nuggets,93,Minnesota Timberwolves,91,Box Score,,17136.0,Target Center,,Regular Season,2021-10-30,3,1,Denver Nuggets,Minnesota Timberwolves,2,1,3,0,1,8,"[39.74001000000004, -104.99201999999997]",18,"[46.34885576600004, -94.20079058299996]","[46.34885576600004, -94.20079058299996]",1142.3258385401964,618.2973644856736,1142.3258385401964,618.2973644856736
7:00p,New York Knicks,123,New Orleans Pelicans,117,Box Score,,16508.0,Smoothie King Center,,Regular Season,2021-10-30,1,2,New York Knicks,New Orleans Pelicans,6,2,1,0,1,20,"[40.71455000000003, -74.00713999999994]",19,"[29.953700000000026, -90.07774999999998]","[29.953700000000026, -90.07774999999998]",1344.598724562524,0.0,1344.598724562524,0.0
8:00p,Utah Jazz,99,Chicago Bulls,107,Box Score,,20668.0,United Center,,Regular Season,2021-10-30,2,2,Chicago Bulls,Utah Jazz,8,2,2,1,0,5,"[41.884250000000065, -87.63244999999995]",29,"[40.76031000000006, -111.88821999999999]","[41.884250000000065, -87.63244999999995]",1516.2404135568972,0.0,0.0,1516.2404135568972
7:00p,Orlando Magic,103,Detroit Pistons,110,Box Score,,11423.0,Little Caesars Arena,,Regular Season,2021-10-30,2,1,Detroit Pistons,Orlando Magic,7,2,1,1,0,9,"[42.33168000000006, -83.04799999999994]",22,"[28.538230000000055, -81.37738999999993]","[42.33168000000006, -83.04799999999994]",332.24333884097877,711.0288627865052,711.0288627865052,332.24333884097877
8:00p,Miami Heat,129,Memphis Grizzlies,103,Box Score,,15989.0,FedEx Forum,,Regular Season,2021-10-30,2,1,Miami Heat,Memphis Grizzlies,26,1,2,0,1,16,"[25.77481000000006, -80.19772999999998]",15,"[35.14976000000007, -90.04924999999997]","[35.14976000000007, -90.04924999999997]",1404.8613665169753,2895.0275120775295,1404.8613665169753,2895.0275120775295
7:30p,Toronto Raptors,97,Indiana Pacers,94,Box Score,,10578.0,Gainbridge Fieldhouse,,Regular Season,2021-10-30,1,1,Toronto Raptors,Indiana Pacers,3,1,1,0,1,28,"[43.65352400000006, -79.38390699999997]",12,"[39.91980696400003, -86.28179348799995]","[39.91980696400003, -86.28179348799995]",706.3106992332405,1044.9531100479664,706.3106992332405,1044.9531100479664
10:00p,Cleveland Cavaliers,92,Phoenix Suns,101,Box Score,,14516.0,Phoenix Suns Arena,,Regular Season,2021-10-30,3,1,Phoenix Suns,Cleveland Cavaliers,9,3,1,1,0,24,"[33.44825000000003, -112.07579999999996]",6,"[41.50473000000005, -81.69073999999995]","[33.44825000000003, -112.07579999999996]",574.2769593803657,0.0,0.0,574.2769593803657
7:30p,Atlanta Hawks,94,Philadelphia 76ers,122,Box Score,,20031.0,Wells Fargo Center,,Regular Season,2021-10-30,2,2,Philadelphia 76ers,Atlanta Hawks,28,2,2,1,0,23,"[39.95222000000007, -75.16217999999998]",1,"[33.74831000000006, -84.39110999999997]","[39.95222000000007, -75.16217999999998]",199.33262408199963,0.0,0.0,199.33262408199963
5:00p,Boston Celtics,112,Washington Wizards,115,Box Score,2OT,15813.0,Capital One Arena,,Regular Season,2021-10-30,2,3,Washington Wizards,Boston Celtics,3,2,3,1,0,30,"[38.890370000000075, -77.03195999999997]",2,"[42.35866000000004, -71.05673999999993]","[38.890370000000075, -77.03195999999997]",634.5768369137277,0.0,0.0,634.5768369137277
7:00p,Portland Trail Blazers,113,Charlotte Hornets,125,Box Score,,14960.0,Spectrum Center,,Regular Season,2021-10-31,2,2,Charlotte Hornets,Portland Trail Blazers,12,2,2,1,0,4,"[35.222860000000026, -80.83795999999995]",25,"[45.511790000000076, -122.67562999999996]","[35.222860000000026, -80.83795999999995]",3677.701619342455,1052.356173919002,1052.356173919002,3677.701619342455
7:00p,Utah Jazz,107,Milwaukee Bucks,95,Box Score,,17341.0,Fiserv Forum,,Regular Season,2021-10-31,1,1,Utah Jazz,Milwaukee Bucks,12,1,1,0,1,29,"[40.76031000000006, -111.88821999999999]",17,"[43.042230000000075, -87.90689999999995]","[43.042230000000075, -87.90689999999995]",130.71457592533162,0.0,130.71457592533162,0.0
3:30p,Sacramento Kings,99,Dallas Mavericks,105,Box Score,,19231.0,American Airlines Center,,Regular Season,2021-10-31,2,2,Dallas Mavericks,Sacramento Kings,6,2,2,1,0,7,"[32.77822000000003, -96.79511999999994]",26,"[38.579440000000034, -121.49084999999997]","[32.77822000000003, -96.79511999999994]",710.7069235848545,1066.464653011686,1066.464653011686,710.7069235848545
7:30p,Detroit Pistons,91,Brooklyn Nets,117,Box Score,,13507.0,Barclays Center,,Regular Season,2021-10-31,2,1,Brooklyn Nets,Detroit Pistons,26,2,1,1,0,3,"[40.692450000000065, -73.99035999999995]",9,"[42.33168000000006, -83.04799999999994]","[40.692450000000065, -73.99035999999995]",775.4747258754219,0.0,0.0,775.4747258754219
10:30p,Houston Rockets,85,Los Angeles Lakers,95,Box Score,,16448.0,Crypto.com Arena,,Regular Season,2021-10-31,2,3,Los Angeles Lakers,Houston Rockets,10,2,3,1,0,14,"[34.053570000000036, -118.24544999999995]",11,"[29.760780000000068, -95.36951999999997]","[34.053570000000036, -118.24544999999995]",2206.4530452931426,0.0,0.0,2206.4530452931426
7:30p,Washington Wizards,111,Atlanta Hawks,118,Box Score,,14632.0,State Farm Arena,,Regular Season,2021-11-01,2,2,Atlanta Hawks,Washington Wizards,7,2,2,1,0,1,"[33.74831000000006, -84.39110999999997]",30,"[38.890370000000075, -77.03195999999997]","[33.74831000000006, -84.39110999999997]",872.158224603044,1071.4117762592673,1071.4117762592673,872.158224603044
7:00p,Portland Trail Blazers,103,Philadelphia 76ers,113,Box Score,,20115.0,Wells Fargo Center,,Regular Season,2021-11-01,2,1,Philadelphia 76ers,Portland Trail Blazers,10,2,1,1,0,23,"[39.95222000000007, -75.16217999999998]",25,"[45.511790000000076, -122.67562999999996]","[39.95222000000007, -75.16217999999998]",725.390823953961,0.0,0.0,725.390823953961
8:00p,Orlando Magic,115,Minnesota Timberwolves,97,Box Score,,14744.0,Target Center,,Regular Season,2021-11-01,2,2,Orlando Magic,Minnesota Timberwolves,18,2,2,0,1,22,"[28.538230000000055, -81.37738999999993]",18,"[46.34885576600004, -94.20079058299996]","[46.34885576600004, -94.20079058299996]",991.8385918014001,0.0,991.8385918014001,0.0
7:30p,Chicago Bulls,128,Boston Celtics,114,Box Score,,19156.0,TD Garden,,Regular Season,2021-11-01,2,2,Chicago Bulls,Boston Celtics,14,2,2,0,1,5,"[41.884250000000065, -87.63244999999995]",2,"[42.35866000000004, -71.05673999999993]","[42.35866000000004, -71.05673999999993]",1365.950716181005,634.5768369137277,1365.950716181005,634.5768369137277
7:00p,San Antonio Spurs,118,Indiana Pacers,131,Box Score,,10227.0,Gainbridge Fieldhouse,,Regular Season,2021-11-01,2,2,Indiana Pacers,San Antonio Spurs,13,2,2,1,0,12,"[39.91980696400003, -86.28179348799995]",27,"[29.42458000000005, -98.49460999999997]","[39.91980696400003, -86.28179348799995]",372.6363365482023,0.0,0.0,372.6363365482023
8:00p,Denver Nuggets,97,Memphis Grizzlies,106,Box Score,,12683.0,FedEx Forum,,Regular Season,2021-11-01,2,2,Memphis Grizzlies,Denver Nuggets,9,2,2,1,0,15,"[35.14976000000007, -90.04924999999997]",8,"[39.74001000000004, -104.99201999999997]","[35.14976000000007, -90.04924999999997]",1292.9615011185713,0.0,0.0,1292.9615011185713
7:00p,Cleveland Cavaliers,113,Charlotte Hornets,110,Box Score,,13889.0,Spectrum Center,,Regular Season,2021-11-01,1,2,Cleveland Cavaliers,Charlotte Hornets,3,2,1,0,1,6,"[41.50473000000005, -81.69073999999995]",4,"[35.222860000000026, -80.83795999999995]","[35.222860000000026, -80.83795999999995]",2863.2384591170025,0.0,2863.2384591170025,0.0
7:30p,Toronto Raptors,113,New York Knicks,104,Box Score,,16528.0,Madison Square Garden (IV),,Regular Season,2021-11-01,2,2,Toronto Raptors,New York Knicks,9,2,2,0,1,28,"[43.65352400000006, -79.38390699999997]",20,"[40.71455000000003, -74.00713999999994]","[40.71455000000003, -74.00713999999994]",1043.5723091823186,1880.5645485177492,1043.5723091823186,1880.5645485177492
10:30p,Oklahoma City Thunder,94,Los Angeles Clippers,99,Box Score,,13722.0,Crypto.com Arena,,Regular Season,2021-11-01,3,2,Los Angeles Clippers,Oklahoma City Thunder,5,3,2,1,0,13,"[34.053570000000036, -118.24544999999995]",21,"[35.472030000000075, -97.52106999999995]","[34.053570000000036, -118.24544999999995]",559.0934334988721,1328.580375209273,1328.580375209273,559.0934334988721
9:00p,Sacramento Kings,113,Utah Jazz,119,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2021-11-02,2,2,Utah Jazz,Sacramento Kings,6,2,2,1,0,29,"[40.76031000000006, -111.88821999999999]",26,"[38.579440000000034, -121.49084999999997]","[40.76031000000006, -111.88821999999999]",1607.3465449538755,1993.9848489621008,1993.9848489621008,1607.3465449538755
7:30p,Miami Heat,125,Dallas Mavericks,110,Box Score,,19255.0,American Airlines Center,,Regular Season,2021-11-02,2,3,Miami Heat,Dallas Mavericks,15,3,2,0,1,16,"[25.77481000000006, -80.19772999999998]",7,"[32.77822000000003, -96.79511999999994]","[32.77822000000003, -96.79511999999994]",675.5108733036503,0.0,675.5108733036503,0.0
7:00p,Milwaukee Bucks,117,Detroit Pistons,89,Box Score,,9254.0,Little Caesars Arena,,Regular Season,2021-11-02,2,2,Milwaukee Bucks,Detroit Pistons,28,2,2,0,1,17,"[43.042230000000075, -87.90689999999995]",9,"[42.33168000000006, -83.04799999999994]","[42.33168000000006, -83.04799999999994]",404.8671614902709,775.4747258754219,404.8671614902709,775.4747258754219
10:00p,New Orleans Pelicans,100,Phoenix Suns,112,Box Score,,14323.0,Phoenix Suns Arena,,Regular Season,2021-11-02,3,3,Phoenix Suns,New Orleans Pelicans,12,3,3,1,0,24,"[33.44825000000003, -112.07579999999996]",19,"[29.953700000000026, -90.07774999999998]","[33.44825000000003, -112.07579999999996]",2112.900679901932,0.0,0.0,2112.900679901932
10:30p,Houston Rockets,117,Los Angeles Lakers,119,Box Score,,18997.0,Crypto.com Arena,,Regular Season,2021-11-02,2,2,Los Angeles Lakers,Houston Rockets,2,2,2,1,0,14,"[34.053570000000036, -118.24544999999995]",11,"[29.760780000000068, -95.36951999999997]","[34.053570000000036, -118.24544999999995]",0.0,0.0,0.0,0.0
10:00p,New Orleans Pelicans,99,Sacramento Kings,112,Box Score,,0.0,Golden 1 Center,,Regular Season,2021-11-03,1,1,Sacramento Kings,New Orleans Pelicans,13,1,1,1,0,26,"[38.579440000000034, -121.49084999999997]",19,"[29.953700000000026, -90.07774999999998]","[38.579440000000034, -121.49084999999997]",1020.2155979103459,856.4018467926647,856.4018467926647,1020.2155979103459
7:00p,Toronto Raptors,109,Washington Wizards,100,Box Score,,13538.0,Capital One Arena,,Regular Season,2021-11-03,2,2,Toronto Raptors,Washington Wizards,9,2,2,0,1,28,"[43.65352400000006, -79.38390699999997]",30,"[38.890370000000075, -77.03195999999997]","[38.890370000000075, -77.03195999999997]",328.4662578301536,872.158224603044,328.4662578301536,872.158224603044
7:00p,Portland Trail Blazers,104,Cleveland Cavaliers,107,Box Score,,16231.0,Rocket Mortgage Fieldhouse,,Regular Season,2021-11-03,2,2,Cleveland Cavaliers,Portland Trail Blazers,3,2,2,1,0,6,"[41.50473000000005, -81.69073999999995]",25,"[45.511790000000076, -122.67562999999996]","[41.50473000000005, -81.69073999999995]",576.4042439844018,702.4465525614933,702.4465525614933,576.4042439844018
7:00p,Chicago Bulls,98,Philadelphia 76ers,103,Box Score,,20438.0,Wells Fargo Center,,Regular Season,2021-11-03,2,2,Philadelphia 76ers,Chicago Bulls,5,2,2,1,0,23,"[39.95222000000007, -75.16217999999998]",5,"[41.884250000000065, -87.63244999999995]","[39.95222000000007, -75.16217999999998]",435.50150539690543,0.0,0.0,435.50150539690543
7:30p,Atlanta Hawks,108,Brooklyn Nets,117,Box Score,,17323.0,Barclays Center,,Regular Season,2021-11-03,3,2,Brooklyn Nets,Atlanta Hawks,9,3,2,1,0,3,"[40.692450000000065, -73.99035999999995]",1,"[33.74831000000006, -84.39110999999997]","[40.692450000000065, -73.99035999999995]",1200.2795688447056,0.0,0.0,1200.2795688447056
8:30p,Dallas Mavericks,109,San Antonio Spurs,108,Box Score,,16356.0,AT&T Center,,Regular Season,2021-11-03,2,1,Dallas Mavericks,San Antonio Spurs,1,1,2,0,1,7,"[32.77822000000003, -96.79511999999994]",27,"[29.42458000000005, -98.49460999999997]","[29.42458000000005, -98.49460999999997]",406.4808075873742,1612.2134323635412,406.4808075873742,1612.2134323635412
7:00p,Boston Celtics,92,Orlando Magic,79,Box Score,,12735.0,Amway Center,,Regular Season,2021-11-03,2,2,Boston Celtics,Orlando Magic,13,2,2,0,1,2,"[42.35866000000004, -71.05673999999993]",22,"[28.538230000000055, -81.37738999999993]","[28.538230000000055, -81.37738999999993]",1795.5843932599944,2274.4658711880707,1795.5843932599944,2274.4658711880707
8:00p,Denver Nuggets,106,Memphis Grizzlies,108,Box Score,,12977.0,FedEx Forum,,Regular Season,2021-11-03,2,2,Memphis Grizzlies,Denver Nuggets,2,2,2,1,0,15,"[35.14976000000007, -90.04924999999997]",8,"[39.74001000000004, -104.99201999999997]","[35.14976000000007, -90.04924999999997]",0.0,0.0,0.0,0.0
8:00p,Los Angeles Clippers,126,Minnesota Timberwolves,115,Box Score,,15386.0,Target Center,,Regular Season,2021-11-03,2,2,Los Angeles Clippers,Minnesota Timberwolves,11,2,2,0,1,13,"[34.053570000000036, -118.24544999999995]",18,"[46.34885576600004, -94.20079058299996]","[46.34885576600004, -94.20079058299996]",2441.9504242349735,0.0,2441.9504242349735,0.0
10:00p,Charlotte Hornets,92,Golden State Warriors,114,Box Score,,18064.0,Chase Center,,Regular Season,2021-11-03,4,2,Golden State Warriors,Charlotte Hornets,22,4,2,1,0,10,"[37.777120000000025, -122.41963999999996]",4,"[35.222860000000026, -80.83795999999995]","[37.777120000000025, -122.41963999999996]",3697.0768389423133,0.0,0.0,3697.0768389423133
7:00p,New York Knicks,98,Indiana Pacers,111,Box Score,,11607.0,Gainbridge Fieldhouse,,Regular Season,2021-11-03,2,2,Indiana Pacers,New York Knicks,13,2,2,1,0,12,"[39.91980696400003, -86.28179348799995]",20,"[40.71455000000003, -74.00713999999994]","[39.91980696400003, -86.28179348799995]",1043.5723091823186,0.0,0.0,1043.5723091823186
7:30p,Utah Jazz,116,Atlanta Hawks,98,Box Score,,16590.0,State Farm Arena,,Regular Season,2021-11-04,1,2,Utah Jazz,Atlanta Hawks,18,2,1,0,1,29,"[40.76031000000006, -111.88821999999999]",1,"[33.74831000000006, -84.39110999999997]","[33.74831000000006, -84.39110999999997]",2543.275806162745,1200.2795688447056,2543.275806162745,1200.2795688447056
7:30p,Boston Celtics,95,Miami Heat,78,Box Score,,19600.0,FTX Arena,,Regular Season,2021-11-04,2,1,Boston Celtics,Miami Heat,17,1,2,0,1,2,"[42.35866000000004, -71.05673999999993]",16,"[25.77481000000006, -80.19772999999998]","[25.77481000000006, -80.19772999999998]",328.6895952598936,1785.3011632085042,328.6895952598936,1785.3011632085042
7:00p,Philadelphia 76ers,109,Detroit Pistons,98,Box Score,,8702.0,Little Caesars Arena,,Regular Season,2021-11-04,2,1,Philadelphia 76ers,Detroit Pistons,11,1,2,0,1,23,"[39.95222000000007, -75.16217999999998]",9,"[42.33168000000006, -83.04799999999994]","[42.33168000000006, -83.04799999999994]",711.0288627865052,0.0,711.0288627865052,0.0
10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,104,Box Score,,18997.0,Crypto.com Arena,,Regular Season,2021-11-04,2,3,Oklahoma City Thunder,Los Angeles Lakers,3,3,2,0,1,21,"[35.472030000000075, -97.52106999999995]",14,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",0.0,0.0,0.0,0.0
10:00p,Houston Rockets,111,Phoenix Suns,123,Box Score,,15058.0,Phoenix Suns Arena,,Regular Season,2021-11-04,2,2,Phoenix Suns,Houston Rockets,12,2,2,1,0,24,"[33.44825000000003, -112.07579999999996]",11,"[29.760780000000068, -95.36951999999997]","[33.44825000000003, -112.07579999999996]",574.2769593803657,0.0,0.0,574.2769593803657
10:00p,New Orleans Pelicans,85,Golden State Warriors,126,Box Score,,18064.0,Chase Center,,Regular Season,2021-11-05,2,2,Golden State Warriors,New Orleans Pelicans,41,2,2,1,0,10,"[37.777120000000025, -122.41963999999996]",19,"[29.953700000000026, -90.07774999999998]","[37.777120000000025, -122.41963999999996]",120.62236217060726,0.0,0.0,120.62236217060726
7:00p,San Antonio Spurs,102,Orlando Magic,89,Box Score,,14101.0,Amway Center,,Regular Season,2021-11-05,2,2,San Antonio Spurs,Orlando Magic,13,2,2,0,1,27,"[29.42458000000005, -98.49460999999997]",22,"[28.538230000000055, -81.37738999999993]","[28.538230000000055, -81.37738999999993]",1666.4269204604486,0.0,1666.4269204604486,0.0
10:00p,Charlotte Hornets,110,Sacramento Kings,140,Box Score,,14905.0,Golden 1 Center,,Regular Season,2021-11-05,2,2,Sacramento Kings,Charlotte Hornets,30,2,2,1,0,26,"[38.579440000000034, -121.49084999999997]",4,"[35.222860000000026, -80.83795999999995]","[38.579440000000034, -121.49084999999997]",120.62236217060726,0.0,0.0,120.62236217060726
7:30p,Cleveland Cavaliers,102,Toronto Raptors,101,Box Score,,19800.0,Scotiabank Arena,,Regular Season,2021-11-05,2,2,Cleveland Cavaliers,Toronto Raptors,1,2,2,0,1,6,"[41.50473000000005, -81.69073999999995]",28,"[43.65352400000006, -79.38390699999997]","[43.65352400000006, -79.38390699999997]",304.5453907653897,564.8682979749605,304.5453907653897,564.8682979749605
8:00p,Los Angeles Clippers,104,Minnesota Timberwolves,84,Box Score,,17136.0,Target Center,,Regular Season,2021-11-05,2,2,Los Angeles Clippers,Minnesota Timberwolves,20,2,2,0,1,13,"[34.053570000000036, -118.24544999999995]",18,"[46.34885576600004, -94.20079058299996]","[46.34885576600004, -94.20079058299996]",0.0,0.0,0.0,0.0
10:00p,Indiana Pacers,106,Portland Trail Blazers,110,Box Score,,16841.0,Moda Center,,Regular Season,2021-11-05,2,2,Portland Trail Blazers,Indiana Pacers,4,2,2,1,0,25,"[45.511790000000076, -122.67562999999996]",12,"[39.91980696400003, -86.28179348799995]","[45.511790000000076, -122.67562999999996]",3010.5328940837753,3298.8113858758834,3298.8113858758834,3010.5328940837753
